-3367,-660,1530,-1193,3447,1447,1513,-2086,-1811,-2147,983,-1566,1791,1478,-1396,
-3367,-660,1530,-1193,3447,1447,1513,-2086,-1811,-2147,983,-1566,1791,1478,-1396,
-590,643,-193,54,-60,-14,-104,-3,86,-21,-42,-21,-18,32,17,
-590,643,-193,54,-60,-14,-104,-3,86,-21,-42,-21,-18,32,17,
-186,85,-31,6,-51,0,-29,12,-29,2,3,2,-4,-12,10,
-186,85,-31,6,-51,0,-29,12,-29,2,3,2,-4,-12,10,
-48,-18,-13,1,-9,7,-15,18,-1,4,3,-6,3,4,6,
-48,-18,-13,1,-9,7,-15,18,-1,4,3,-6,3,4,6,
-40,18,-13,-30,10,-9,-1,-16,-3,15,-1,-6,-8,-1,8,
-40,18,-13,-30,10,-9,-1,-16,-3,15,-1,-6,-8,-1,8,
-68,-18,5,-35,-8,5,-1,10,-15,7,7,4,-15,-1,0,
-68,-18,5,-35,-8,5,-1,10,-15,7,7,4,-15,-1,0,
-33,39,11,-12,19,-7,24,-4,-9,-9,-2,13,7,-1,-13,
-33,39,11,-12,19,-7,24,-4,-9,-9,-2,13,7,-1,-13,
-78,139,1,-10,-13,11,4,-12,-36,-5,-30,-7,-7,-26,6,
-78,139,1,-10,-13,11,4,-12,-36,-5,-30,-7,-7,-26,6,
-9,-5,-22,-11,-18,6,-10,9,5,-21,-24,6,12,1,8,
-9,-5,-22,-11,-18,6,-10,9,5,-21,-24,6,12,1,8,
-18,19,-8,-11,34,5,-6,17,17,-11,-6,4,-1,9,1,
-18,19,-8,-11,34,5,-6,17,17,-11,-6,4,-1,9,1,
-17,17,1,-9,-9,-1,-10,19,-8,6,9,13,-15,5,6,
-17,17,1,-9,-9,-1,-10,19,-8,6,9,13,-15,5,6,
8,18,2,1,-13,-5,19,-7,0,11,5,-4,-2,4,3,
8,18,2,1,-13,-5,19,-7,0,11,5,-4,-2,4,3,
-218,175,-27,8,-9,-1,-25,-14,-33,-4,-2,3,-9,1,6,
-218,175,-27,8,-9,-1,-25,-14,-33,-4,-2,3,-9,1,6,
-69,-4,4,19,-12,-2,1,1,6,6,3,8,6,-3,-3,
-69,-4,4,19,-12,-2,1,1,6,6,3,8,6,-3,-3,
-36,13,13,12,-8,-4,6,13,-6,6,-13,6,5,17,-7,
-36,13,13,12,-8,-4,6,13,-6,6,-13,6,5,17,-7,
-74,11,-4,-15,-2,-1,-3,-5,-8,-4,-14,-4,12,3,-19,
-74,11,-4,-15,-2,-1,-3,-5,-8,-4,-14,-4,12,3,-19,
-44,11,13,-7,-19,-3,12,3,-13,-9,-1,-7,-8,-15,-4,
-44,11,13,-7,-19,-3,12,3,-13,-9,-1,-7,-8,-15,-4,
-151,232,-32,7,-24,-12,-50,15,-3,-9,-11,23,10,-10,-4,
-151,232,-32,7,-24,-12,-50,15,-3,-9,-11,23,10,-10,-4,
-59,27,15,7,-24,-5,9,-7,-15,1,25,8,-5,-13,1,
-59,27,15,7,-24,-5,9,-7,-15,1,25,8,-5,-13,1,
-29,41,-23,13,-1,-3,18,11,4,-9,11,1,1,4,-4,
-29,41,-23,13,-1,-3,18,11,4,-9,11,1,1,4,-4,
