-10156,-3113,2733,-3298,3292,-189,-862,-2353,1054,-643,-613,-974,496,-343,130,
-10156,-3113,2733,-3298,3292,-189,-862,-2353,1054,-643,-613,-974,496,-343,130,
-7632,1011,-1542,540,800,503,2215,-741,349,-549,-510,725,-183,328,-233,
-7632,1011,-1542,540,800,503,2215,-741,349,-549,-510,725,-183,328,-233,
-561,18,-21,1360,-20,59,-715,0,-3,-18,-4,-1,7,-33,47,
-561,18,-21,1360,-20,59,-715,0,-3,-18,-4,-1,7,-33,47,
261,-30,23,-21,-19,-33,2,27,-2,34,-16,-15,3,-19,-8,
261,-30,23,-21,-19,-33,2,27,-2,34,-16,-15,3,-19,-8,
71,-18,11,-31,-13,-12,-8,16,-1,5,0,-1,-1,3,-3,
216,5,0,-48,30,-5,7,-29,3,-6,9,1,-13,-5,8,
216,5,0,-48,30,-5,7,-29,3,-6,9,1,-13,-5,8,
48,-29,20,-6,-15,2,-5,5,-6,0,-13,0,-5,1,-1,
-1046,19,36,218,-5,18,127,11,-18,-15,-22,11,16,-36,-25,
-1046,19,36,218,-5,18,127,11,-18,-15,-22,11,16,-36,-25,
92,-3,-27,3,3,4,1,7,-9,1,9,-7,3,-2,0,
22,-1,-53,2,17,-16,12,4,14,6,7,-16,2,-1,-1,
-144,-17,1,-17,2,-5,9,4,21,0,3,-3,-4,3,2,
-144,-17,1,-17,2,-5,9,4,21,0,3,-3,-4,3,2,
-118,-11,-8,-23,3,-2,9,6,-4,4,-5,-4,3,-3,1,
-954,24,15,176,-40,1,60,-46,10,10,-5,-9,-12,-11,17,
-954,24,15,176,-40,1,60,-46,10,10,-5,-9,-12,-11,17,
-148,26,15,-42,-4,10,13,12,-14,-3,-2,-9,-2,-1,1,
-148,26,15,-42,-4,10,13,12,-14,-3,-2,-9,-2,-1,1,
-131,22,34,-5,5,11,7,14,13,0,-3,-9,4,-2,0,
-131,22,34,-5,5,11,7,14,13,0,-3,-9,4,-2,0,
-152,-147,-271,1557,-12,-196,-311,-79,45,-225,-4,-51,-39,36,42,
-152,-147,-271,1557,-12,-196,-311,-79,45,-225,-4,-51,-39,36,42,
309,-81,-65,24,26,-48,22,-17,7,-45,21,53,-12,6,5,
309,-81,-65,24,26,-48,22,-17,7,-45,21,53,-12,6,5,
108,-2,-15,50,4,-20,0,-16,-3,-5,-2,6,-4,4,3,
726,-11,25,360,6,29,117,9,-15,20,26,22,13,6,33,
726,-11,25,360,6,29,117,9,-15,20,26,22,13,6,33,
308,-1,56,4,6,-21,-19,-3,2,-1,-6,8,-1,-4,-2,
308,-1,56,4,6,-21,-19,-3,2,-1,-6,8,-1,-4,-2,
279,-5,22,12,29,-12,6,0,3,3,0,-1,6,3,0,
279,-5,22,12,29,-12,6,0,3,3,0,-1,6,3,0,
-908,48,-11,204,20,1,78,-6,2,2,-1,-6,45,-5,-22,
-908,48,-11,204,20,1,78,-6,2,2,-1,-6,45,-5,-22,
53,7,13,-19,18,-38,10,-11,-5,1,-7,-1,1,6,-1,
29,30,-33,-16,40,-10,2,6,-3,-2,1,-3,-1,-6,3,
-125,22,16,-19,2,0,8,-3,-8,0,9,0,0,-2,-3,
-125,22,16,-19,2,0,8,-3,-8,0,9,0,0,-2,-3,
-148,-34,-40,-22,-23,1,14,-18,2,1,-5,3,-1,-2,1,
-148,-34,-40,-22,-23,1,14,-18,2,1,-5,3,-1,-2,1,
-894,-2,-8,103,-34,14,39,-2,11,-10,26,-15,11,-7,-6,
-894,-2,-8,103,-34,14,39,-2,11,-10,26,-15,11,-7,-6,
-39,48,-9,27,-2,-5,11,-1,-9,6,-10,0,7,1,-2,
-127,-14,17,-24,-3,11,10,5,0,-4,-8,-8,1,5,-1,
-127,-14,17,-24,-3,11,10,5,0,-4,-8,-8,1,5,-1,
-107,-1,-15,-10,18,-16,19,14,-7,2,6,-13,-1,-2,4,
-1457,1440,-1083,154,231,265,-8,-395,-7,113,23,52,3,-4,13,
-1457,1440,-1083,154,231,265,-8,-395,-7,113,23,52,3,-4,13,
-174,-23,-25,-36,-1,-27,33,-29,-15,12,-33,20,12,12,1,
-174,-23,-25,-36,-1,-27,33,-29,-15,12,-33,20,12,12,1,
-31,-55,12,17,-2,1,5,-13,0,2,-4,-9,-3,-1,2,
-149,121,41,-48,-18,1,3,-12,-17,-9,3,0,-1,15,3,
-149,121,41,-48,-18,1,3,-12,-17,-9,3,0,-1,15,3,
-559,720,-136,-58,-94,-34,-39,-14,10,-13,-25,16,-17,12,-3,
-559,720,-136,-58,-94,-34,-39,-14,10,-13,-25,16,-17,12,-3,
-140,7,-12,-26,14,11,8,1,0,-1,-2,4,2,-2,0,
-140,7,-12,-26,14,11,8,1,0,-1,-2,4,2,-2,0,
-57,90,-3,4,3,-1,-5,-6,-16,5,4,0,-2,1,1,
-51,63,-28,4,4,9,7,-13,-5,3,-6,7,0,-1,2,
-49,142,8,24,-21,4,11,1,-5,-6,5,8,-2,1,-2,
-49,142,8,24,-21,4,11,1,-5,-6,5,8,-2,1,-2,
-45,154,23,-2,36,-13,9,17,-25,-9,8,0,6,5,-26,
-45,154,23,-2,36,-13,9,17,-25,-9,8,0,6,5,-26,
-285,80,25,-97,102,19,-36,-26,29,-22,-3,-6,12,19,-26,
-285,80,25,-97,102,19,-36,-26,29,-22,-3,-6,12,19,-26,
-102,55,5,-68,33,9,-11,-1,13,-13,49,-19,-15,22,-1,
-102,55,5,-68,33,9,-11,-1,13,-13,49,-19,-15,22,-1,
-67,69,8,0,-1,-14,10,-13,-8,-2,9,6,1,1,1,
13,-36,-20,-5,-29,-5,-5,-32,-6,3,9,-3,4,0,0,
-106,-12,11,-26,-9,3,-24,11,-5,9,-16,8,1,-2,5,
-106,-12,11,-26,-9,3,-24,11,-5,9,-16,8,1,-2,5,
-23,93,-10,-45,-48,19,19,-13,0,-29,-6,13,-1,34,6,
-23,93,-10,-45,-48,19,19,-13,0,-29,-6,13,-1,34,6,
46,29,-12,-10,19,-7,-3,-6,12,-2,10,-3,-1,-5,1,
-7,-28,-17,-22,-5,21,3,24,-24,-9,-28,18,9,-15,-5,
-7,-28,-17,-22,-5,21,3,24,-24,-9,-28,18,9,-15,-5,
-8637,-946,1510,1440,-297,-563,1388,543,-27,814,-4,-271,389,-20,-55,
-8637,-946,1510,1440,-297,-563,1388,543,-27,814,-4,-271,389,-20,-55,
-103,118,205,1539,-113,215,-238,-118,1,187,49,-121,-68,26,45,
-103,118,205,1539,-113,215,-238,-118,1,187,49,-121,-68,26,45,
716,-53,11,334,26,-7,170,34,-15,-18,-16,-7,25,14,-3,
716,-53,11,334,26,-7,170,34,-15,-18,-16,-7,25,14,-3,
303,-3,15,-4,-5,-5,-3,19,3,-2,-1,-15,5,2,-1,
303,-3,15,-4,-5,-5,-3,19,3,-2,-1,-15,5,2,-1,
331,-41,-13,10,-3,-2,-2,8,-4,-6,5,9,1,-3,1,
331,-41,-13,10,-3,-2,-2,8,-4,-6,5,9,1,-3,1,
369,130,202,119,0,85,60,25,-44,47,10,-4,-8,-20,-11,
369,130,202,119,0,85,60,25,-44,47,10,-4,-8,-20,-11,
216,36,2,30,7,-9,2,-6,3,2,-10,9,0,2,0,
